timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,enable_deviation,total_time_sec,sum_solver_time_sec,total_obj,avg_Qsum,avg_backlog,avg_pushed,fairness_max_gap
20260213_141134,GREEDY_CENTRALIZED,1010,1,10100001,10.0,10.0,true,0.10640215873718262,0.10349106788635254,232.0,2.1875,6.125,3.25,8.0
20260213_141134,GREEDY_CENTRALIZED,102,1,1020001,10.0,10.0,true,0.029505014419555664,0.0290224552154541,232.0,2.1875,6.125,3.25,8.0
20260213_141134,GREEDY_CENTRALIZED,10422,1,104220001,10.0,10.0,true,0.025259971618652344,0.02476668357849121,232.0,2.1875,6.125,3.25,8.0
20260213_141134,AGG_ORACLE_FCFS,1010,1,10100001,10.0,10.0,true,0.026393890380859375,0.02585768699645996,288.0,2.625,6.125,3.25,8.0
20260213_141134,AGG_ORACLE_FCFS,102,1,1020001,10.0,10.0,true,0.024718046188354492,0.024249553680419922,288.0,2.625,6.125,3.25,8.0
20260213_141134,AGG_ORACLE_FCFS,10422,1,104220001,10.0,10.0,true,0.02659916877746582,0.02608203887939453,288.0,2.625,6.125,3.25,8.0
20260213_141134,CE_NAIVE,1010,1,10100001,10.0,10.0,true,2.3635520935058594,2.3632235527038574,265.0,3.5,4.625,3.5625,10.333333333333334
20260213_141134,CE_NAIVE,102,1,1020001,10.0,10.0,true,2.314479112625122,2.314113140106201,257.0,3.1875,4.9375,3.4375,10.0
20260213_141134,CE_NAIVE,10422,1,104220001,10.0,10.0,true,2.3494811058044434,2.349109172821045,257.0,3.1875,4.9375,3.4375,10.0
20260213_141134,RRCE_PNE,1010,1,10100001,10.0,10.0,true,1.6233611106872559,1.62290620803833,291.0,3.25,5.25,3.4375,10.0
20260213_141134,RRCE_PNE,102,1,1020001,10.0,10.0,true,1.6164109706878662,1.6159443855285645,291.0,3.25,5.25,3.4375,10.0
20260213_141134,RRCE_PNE,10422,1,104220001,10.0,10.0,true,1.677644968032837,1.6771459579467773,291.0,3.25,5.25,3.4375,10.0
