timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,epoch,t,Qsum,n_backlog,n_pushed,J_coord,solver_time_sec,fairness_ep
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,2,4,0,1,1,0.0,0.00015687942504882812,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,3,8,0,4,4,0.0,0.00011706352233886719,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,4,12,1,2,2,0.0,1.2159347534179688e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,5,16,0,1,1,0.0,4.0531158447265625e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,6,20,0,2,2,0.0,6.4849853515625e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,7,24,0,3,3,0.0,0.0002789497375488281,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,8,28,0,4,4,0.0,3.1948089599609375e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,9,32,0,4,4,0.0,3.1948089599609375e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,10,36,0,2,2,0.0,9.059906005859375e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,11,40,0,2,2,0.0,5.9604644775390625e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,12,44,0,3,3,0.0,1.3113021850585938e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,13,48,0,5,4,4.0,6.198883056640625e-5,696.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,14,52,0,6,4,8.0,0.00021004676818847656,576.0
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,15,56,1,7,4,12.0,0.00025081634521484375,341.3333333333333
20260204_161423,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,16,60,2,7,4,12.0,0.00024199485778808594,338.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,2,4,0,1,1,0.0,2.09808349609375e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,3,8,0,4,4,0.0,4.291534423828125e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,4,12,1,2,2,0.0,1.0967254638671875e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,5,16,0,1,1,0.0,5.0067901611328125e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,6,20,0,2,2,0.0,6.9141387939453125e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,7,24,0,3,3,0.0,2.193450927734375e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,8,28,0,4,4,0.0,3.0040740966796875e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,9,32,0,4,4,0.0,2.5033950805664062e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,10,36,0,2,2,0.0,9.059906005859375e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,11,40,0,2,2,0.0,6.9141387939453125e-6,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,12,44,0,3,3,0.0,1.3113021850585938e-5,0.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,13,48,0,5,4,4.0,6.198883056640625e-5,696.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,14,52,0,6,4,8.0,0.00011801719665527344,576.0
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,15,56,1,7,4,12.0,0.00023984909057617188,341.3333333333333
20260204_161423,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,16,60,2,7,4,12.0,0.00023508071899414062,338.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,2,4,0,1,1,0.0,0.15240907669067383,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,3,8,0,4,4,0.0,0.09779095649719238,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,4,12,1,2,2,0.0,0.0925600528717041,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,5,16,0,1,1,0.0,0.09444689750671387,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,6,20,0,2,2,0.0,0.0937659740447998,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,7,24,0,3,3,0.0,0.0993809700012207,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,8,28,0,4,4,0.0,0.09604883193969727,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,9,32,0,4,4,0.0,0.09415817260742188,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,10,36,0,2,2,0.0,0.09086298942565918,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,11,40,0,2,2,0.0,0.15676403045654297,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,12,44,0,3,3,0.0,0.09389114379882812,0.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,13,48,0,5,5,5.0,0.1010429859161377,106.0
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,14,52,1,5,5,5.0,0.10052704811096191,43.66666666666667
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,15,56,2,5,5,5.0,0.09531116485595703,40.66666666666666
20260204_161423,RRCE_PNE,1,1,10001,0.0,0.0,16,60,3,4,4,0.0,0.09544801712036133,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,2,4,0,1,1,0.0,0.09203886985778809,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,3,8,0,4,4,0.0,0.09410285949707031,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,4,12,1,2,2,0.0,0.08946108818054199,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,5,16,0,1,1,0.0,0.08971214294433594,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,6,20,0,2,2,0.0,0.09369993209838867,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,7,24,0,3,3,0.0,0.0984659194946289,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,8,28,0,4,4,0.0,0.10995197296142578,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,9,32,0,4,4,0.0,0.09393095970153809,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,10,36,0,2,2,0.0,0.09029793739318848,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,11,40,0,2,2,0.0,0.09401702880859375,0.0
20260204_161423,RRCE_PNE,2,1,20001,0.0,0.0,12,44,0,3,3,0.0,0.09368896484375,0.0
