timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,epoch,t,Qsum,n_backlog,n_pushed,J_coord,solver_time_sec,fairness_ep
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,1,0,0,1,1,0.0,0.00017189979553222656,0.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,2,4,0,1,1,0.0,6.9141387939453125e-6,0.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,3,8,0,2,2,0.0,5.1975250244140625e-5,0.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,4,12,0,3,3,0.0,1.5974044799804688e-5,0.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,5,16,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,6,20,0,7,4,12.0,0.0003840923309326172,1000.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,7,24,1,10,4,24.0,0.0035009384155273438,1000.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,8,28,1,7,4,12.0,0.00041294097900390625,1000.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,9,32,3,5,4,4.0,0.00011992454528808594,333.3333333333333
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,10,36,4,6,4,8.0,0.0001800060272216797,573.3333333333334
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,11,40,4,8,4,16.0,0.0008158683776855469,720.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,12,44,4,7,4,12.0,0.0004229545593261719,720.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,13,48,4,9,4,20.0,0.0015749931335449219,800.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,14,52,4,12,4,32.0,0.028387069702148438,680.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,15,56,4,10,4,40.0,0.002749919891357422,3060.0
20260213_142709,GREEDY_CENTRALIZED,100,1,1000001,100.0,100.0,16,60,4,9,4,44.0,0.0014901161193847656,3060.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,1,0,0,1,1,0.0,2.6941299438476562e-5,0.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,2,4,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,3,8,0,2,2,0.0,1.4066696166992188e-5,0.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,4,12,0,3,3,0.0,2.4080276489257812e-5,0.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,5,16,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,6,20,0,7,4,12.0,0.00033593177795410156,1000.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,7,24,1,10,4,24.0,0.0034360885620117188,1000.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,8,28,1,7,4,12.0,0.00035309791564941406,1000.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,9,32,3,5,4,4.0,8.392333984375e-5,333.3333333333333
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,10,36,4,6,4,14.0,0.0001780986785888672,740.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,11,40,5,8,4,16.0,0.0007560253143310547,720.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,12,44,5,7,4,22.0,0.0003459453582763672,1080.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,13,48,5,9,4,44.0,0.0014009475708007812,813.3333333333333
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,14,52,6,12,4,52.0,0.019497156143188477,1920.0
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,15,56,6,10,4,43.0,0.0029518604278564453,2066.6666666666665
20260213_142709,AGG_ORACLE_FCFS,100,1,1000001,100.0,100.0,16,60,6,9,4,70.0,0.0015919208526611328,2910.0
20260213_142709,CE_NAIVE,100,1,1000001,100.0,100.0,1,0,0,1,1,0.0,0.09981203079223633,0.0
20260213_142709,CE_NAIVE,100,1,1000001,100.0,100.0,2,4,0,1,1,0.0,0.0925149917602539,0.0
20260213_142709,CE_NAIVE,100,1,1000001,100.0,100.0,3,8,0,2,2,0.0,0.09493088722229004,0.0
