timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,epoch,t,Qsum,n_backlog,n_pushed,J_coord,solver_time_sec,fairness_ep
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,1,0,0,1,1,0.0,0.0002460479736328125,0.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,2,4,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,3,8,0,2,2,0.0,8.0108642578125e-5,0.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,4,12,0,3,3,0.0,2.288818359375e-5,0.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,5,16,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,6,20,0,7,4,12.0,0.0005161762237548828,1000.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,7,24,1,10,4,24.0,0.004721164703369141,1000.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,8,28,1,7,4,12.0,0.0006361007690429688,1000.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,9,32,3,5,4,4.0,0.00019598007202148438,333.3333333333333
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,10,36,4,6,4,8.0,0.00023221969604492188,573.3333333333334
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,11,40,4,8,4,16.0,0.000904083251953125,720.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,12,44,4,7,4,12.0,0.0033469200134277344,720.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,13,48,4,9,4,20.0,0.005003929138183594,800.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,14,52,4,12,4,32.0,0.1086740493774414,680.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,15,56,4,10,4,52.0,0.0030078887939453125,980.0
20260213_142945,GREEDY_CENTRALIZED,2,1,20001,100.0,100.0,16,60,6,9,4,40.0,0.0017337799072265625,1480.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,1,0,0,1,1,0.0,2.7894973754882812e-5,0.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,2,4,0,1,1,0.0,8.106231689453125e-6,0.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,3,8,0,2,2,0.0,1.3828277587890625e-5,0.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,4,12,0,3,3,0.0,2.6941299438476562e-5,0.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,5,16,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,6,20,0,7,4,12.0,0.0003459453582763672,1000.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,7,24,1,10,4,24.0,0.005182981491088867,1000.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,8,28,1,7,4,12.0,0.0006570816040039062,1000.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,9,32,3,5,4,4.0,0.0001430511474609375,333.3333333333333
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,10,36,4,6,4,14.0,0.0003299713134765625,740.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,11,40,5,8,4,16.0,0.0013051033020019531,720.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,12,44,5,7,4,12.0,0.0003910064697265625,720.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,13,48,5,9,4,48.0,0.0016591548919677734,813.3333333333333
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,14,52,6,12,4,56.0,0.016965150833129883,1440.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,15,56,6,10,4,44.0,0.002825021743774414,1340.0
20260213_142945,AGG_ORACLE_FCFS,2,1,20001,100.0,100.0,16,60,6,9,4,40.0,0.0015630722045898438,1480.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,1,0,0,1,1,0.0,0.10174894332885742,0.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,2,4,0,1,1,0.0,0.08730411529541016,0.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,3,8,0,2,2,0.0,0.09491705894470215,0.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,4,12,0,3,3,0.0,0.09175395965576172,0.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,5,16,0,1,1,0.0,0.08824706077575684,0.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,6,20,0,7,5,15.0,0.18019509315490723,736.6666666666666
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,7,24,2,9,5,25.0,0.667259931564331,835.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,8,28,4,5,5,11.0,0.1861710548400879,145.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,9,32,5,2,2,4.0,0.18163204193115234,100.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,10,36,5,5,5,9.0,0.1191399097442627,535.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,11,40,6,6,4,16.0,0.11705994606018066,790.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,12,44,6,5,4,20.0,0.10575485229492188,1220.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,13,48,6,7,5,45.0,0.12058305740356445,1563.3333333333335
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,14,52,7,9,5,45.0,0.29375600814819336,2120.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,15,56,8,6,4,38.0,0.1846179962158203,550.0
20260213_142945,CE_NAIVE,2,1,20001,100.0,100.0,16,60,8,5,4,36.0,0.17386603355407715,1360.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,1,0,0,1,1,0.0,0.09775400161743164,0.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,2,4,0,1,1,0.0,0.08719491958618164,0.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,3,8,0,2,2,0.0,0.09187483787536621,0.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,4,12,0,3,3,0.0,0.09292006492614746,0.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,5,16,0,1,1,0.0,0.0894629955291748,0.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,6,20,0,7,4,12.0,0.00041103363037109375,1000.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,7,24,1,10,5,30.0,0.25586819648742676,1250.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,8,28,2,6,5,10.0,0.1818690299987793,436.66666666666663
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,9,32,4,3,3,6.0,0.10079598426818848,100.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,10,36,5,5,4,4.0,0.10417413711547852,720.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,11,40,5,7,4,12.0,0.0003819465637207031,720.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,12,44,5,6,4,18.0,0.2281200885772705,1290.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,13,48,5,8,3,44.0,0.0007700920104980469,813.3333333333333
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,14,52,6,12,4,56.0,0.018648147583007812,1440.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,15,56,6,10,5,50.0,0.18782901763916016,540.0
20260213_142945,RRCE_PNE,2,1,20001,100.0,100.0,16,60,7,8,5,40.0,0.1656198501586914,1695.0
