timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,enable_deviation,total_time_sec,sum_solver_time_sec,total_obj,avg_Qsum,avg_backlog,avg_pushed,fairness_max_gap
20260204_175929,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,true,0.0032758712768554688,0.002572298049926758,36.0,0.25,3.3125,2.75,4.0
20260204_175929,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,true,0.0018520355224609375,0.0015184879302978516,36.0,0.25,3.3125,2.75,4.0
20260204_175929,AGG_ORACLE_FCFS,1,1,10001,0.0,0.0,true,0.0017850399017333984,0.0015544891357421875,36.0,0.25,3.3125,2.75,4.0
20260204_175929,AGG_ORACLE_FCFS,2,1,20001,0.0,0.0,true,0.0013470649719238281,0.001142263412475586,36.0,0.25,3.3125,2.75,4.0
20260204_175929,CE_NAIVE,1,1,10001,0.0,0.0,true,6.883025884628296,6.882750749588013,15.0,0.4375,2.9375,2.9375,1.0
20260204_175929,CE_NAIVE,2,1,20001,0.0,0.0,true,6.676637172698975,6.676378488540649,15.0,0.4375,2.9375,2.9375,1.0
20260204_175929,CE_FULL,1,1,10001,0.0,0.0,true,6.590406894683838,6.59015679359436,15.0,0.4375,2.9375,2.9375,1.0
20260204_175929,CE_FULL,2,1,20001,0.0,0.0,true,6.632821083068848,6.632566928863525,15.0,0.4375,2.9375,2.9375,1.0
20260204_175929,RRCE_PNE,1,1,10001,0.0,0.0,true,1.5830578804016113,1.5828070640563965,15.0,0.4375,2.9375,2.9375,1.0
20260204_175929,RRCE_PNE,2,1,20001,0.0,0.0,true,1.5835039615631104,1.5832653045654297,15.0,0.4375,2.9375,2.9375,1.0
