timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,epoch,t,Qsum,n_backlog,n_pushed,J_coord,solver_time_sec,fairness_ep
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,1,0,0,1,1,0.0,0.038427114486694336,0.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,2,4,0,1,1,0.0,4.0531158447265625e-6,0.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,3,8,0,2,2,0.0,0.02497577667236328,0.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,4,12,0,3,3,0.0,7.867813110351562e-6,0.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,5,16,0,1,1,0.0,3.0994415283203125e-6,0.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,6,20,0,7,4,12.0,0.040348052978515625,1000.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,7,24,1,10,4,24.0,0.0010030269622802734,1000.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,8,28,1,7,4,12.0,0.03463411331176758,1000.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,9,32,3,5,4,4.0,0.03520607948303223,333.3333333333333
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,10,36,4,6,4,8.0,5.698204040527344e-5,573.3333333333334
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,11,40,4,8,4,16.0,0.00022101402282714844,720.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,12,44,4,7,4,12.0,0.00011992454528808594,720.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,13,48,4,9,4,20.0,0.0005090236663818359,800.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,14,52,4,12,4,32.0,0.0749809741973877,680.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,15,56,4,10,4,52.0,0.0009920597076416016,980.0
20260213_130410,GREEDY_CENTRALIZED,1,1,10001,20.0,20.0,16,60,6,9,4,40.0,0.0004508495330810547,1480.0
