timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,enable_deviation,total_time_sec,sum_solver_time_sec,total_obj,avg_Qsum,avg_backlog,avg_pushed,fairness_max_gap
20260204_160005,GREEDY_CENTRALIZED,1,1,10001,0.0,0.0,true,0.018707990646362305,0.0013470649719238281,60.0,0.9,4.3,2.8,4.0
20260204_160005,GREEDY_CENTRALIZED,2,1,20001,0.0,0.0,true,0.02251291275024414,0.02239537239074707,60.0,0.9,4.3,2.8,4.0
20260204_160005,GREEDY_CENTRALIZED,3,1,30001,0.0,0.0,true,0.0013470649719238281,0.0012347698211669922,60.0,0.9,4.3,2.8,4.0
20260204_160005,GREEDY_CENTRALIZED,4,1,40001,0.0,0.0,true,0.0014529228210449219,0.0013415813446044922,60.0,0.9,4.3,2.8,4.0
20260204_160005,GREEDY_CENTRALIZED,5,1,50001,0.0,0.0,true,0.0013780593872070312,0.0012710094451904297,60.0,0.9,4.3,2.8,4.0
20260204_160005,RRCE_PNE,1,1,10001,0.0,0.0,true,2.2986440658569336,2.298444986343384,59.0,1.4,3.7,3.0,5.0
20260204_160005,RRCE_PNE,2,1,20001,0.0,0.0,true,1.6685361862182617,1.668351650238037,59.0,1.4,3.7,3.0,5.0
20260204_160005,RRCE_PNE,3,1,30001,0.0,0.0,true,1.5856349468231201,1.5854394435882568,59.0,1.4,3.7,3.0,5.0
20260204_160005,RRCE_PNE,4,1,40001,0.0,0.0,true,1.6753079891204834,1.6751089096069336,59.0,1.4,3.7,3.0,5.0
20260204_160005,RRCE_PNE,5,1,50001,0.0,0.0,true,1.5936529636383057,1.5934617519378662,59.0,1.4,3.7,3.0,5.0
