timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,enable_deviation,total_time_sec,sum_solver_time_sec,total_obj,avg_Qsum,avg_backlog,avg_pushed,fairness_max_gap
20260204_121211,GREEDY_CENTRALIZED,1,1,10001,200.0,200.0,true,0.03330087661743164,0.03189802169799805,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,2,1,20001,200.0,200.0,true,0.026812076568603516,0.025463104248046875,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,3,1,30001,200.0,200.0,true,0.028219938278198242,0.02685403823852539,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,4,1,40001,200.0,200.0,true,0.026768922805786133,0.025392532348632812,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,5,1,50001,200.0,200.0,true,0.026722192764282227,0.025385141372680664,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,6,1,60001,200.0,200.0,true,0.027981996536254883,0.026682615280151367,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,7,1,70001,200.0,200.0,true,0.02715897560119629,0.023926973342895508,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,8,1,80001,200.0,200.0,true,0.1093299388885498,0.10796427726745605,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,9,1,90001,200.0,200.0,true,0.02639484405517578,0.02503204345703125,522.0,0.1,6.0,2.0,17.75
20260204_121211,GREEDY_CENTRALIZED,10,1,100001,200.0,200.0,true,0.02723097801208496,0.025869131088256836,522.0,0.1,6.0,2.0,17.75
20260204_121211,AGG_ORACLE_FCFS,1,1,10001,200.0,200.0,true,0.011368989944458008,0.01081705093383789,475.0,0.0,5.7,2.2,18.75
20260204_121211,AGG_ORACLE_FCFS,2,1,20001,200.0,200.0,true,0.015399932861328125,0.014539241790771484,497.0,0.0,5.8,2.1,19.75
20260204_121211,AGG_ORACLE_FCFS,3,1,30001,200.0,200.0,true,0.014867067337036133,0.014062166213989258,497.0,0.0,5.8,2.1,19.75
20260204_121211,AGG_ORACLE_FCFS,4,1,40001,200.0,200.0,true,0.01104593276977539,0.010457754135131836,475.0,0.0,5.7,2.2,18.75
20260204_121211,AGG_ORACLE_FCFS,5,1,50001,200.0,200.0,true,0.016810894012451172,0.016013145446777344,497.0,0.0,5.8,2.1,19.75
20260204_121211,AGG_ORACLE_FCFS,6,1,60001,200.0,200.0,true,0.015047073364257812,0.014229536056518555,497.0,0.0,5.8,2.1,19.75
20260204_121211,AGG_ORACLE_FCFS,7,1,70001,200.0,200.0,true,0.011074066162109375,0.010462760925292969,475.0,0.0,5.7,2.2,18.75
20260204_121211,AGG_ORACLE_FCFS,8,1,80001,200.0,200.0,true,0.01697707176208496,0.016094446182250977,497.0,0.0,5.8,2.1,19.75
20260204_121211,AGG_ORACLE_FCFS,9,1,90001,200.0,200.0,true,0.01087808609008789,0.01030111312866211,475.0,0.0,5.7,2.2,18.75
20260204_121211,AGG_ORACLE_FCFS,10,1,100001,200.0,200.0,true,0.010931015014648438,0.010348320007324219,475.0,0.0,5.7,2.2,18.75
20260204_121211,RRCE_PNE,1,1,10001,200.0,200.0,true,1.3292560577392578,1.3076062202453613,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,2,1,20001,200.0,200.0,true,1.2845261096954346,1.2608749866485596,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,3,1,30001,200.0,200.0,true,1.2833631038665771,1.2579991817474365,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,4,1,40001,200.0,200.0,true,1.2815649509429932,1.2686774730682373,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,5,1,50001,200.0,200.0,true,1.274332046508789,1.2518274784088135,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,6,1,60001,200.0,200.0,true,1.2803590297698975,1.254955530166626,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,7,1,70001,200.0,200.0,true,1.292768955230713,1.2793457508087158,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,8,1,80001,200.0,200.0,true,1.2819099426269531,1.2543611526489258,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,9,1,90001,200.0,200.0,true,1.2849509716033936,1.2581593990325928,639.0,0.1,6.7,1.2,17.75
20260204_121211,RRCE_PNE,10,1,100001,200.0,200.0,true,1.3759961128234863,1.3628158569335938,646.0,0.1,6.8,1.2,17.75
