timestamp,solver,seed,rep,run_seed,coord_sigma,real_sigma,epoch,t,Qsum,n_backlog,n_pushed,J_coord,solver_time_sec,fairness_ep
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,1,0,0,1,1,0.0,0.00019598007202148438,0.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,2,4,0,1,1,0.0,2.86102294921875e-6,0.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,3,8,0,2,2,0.0,7.486343383789062e-5,0.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,4,12,0,3,3,0.0,9.059906005859375e-6,0.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,5,16,0,1,1,0.0,3.0994415283203125e-6,0.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,6,20,0,7,4,12.0,0.00022101402282714844,1000.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,7,24,1,10,4,24.0,0.0016760826110839844,1000.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,8,28,1,7,4,12.0,0.0001480579376220703,1000.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,9,32,3,5,4,4.0,7.987022399902344e-5,333.3333333333333
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,10,36,4,6,4,8.0,5.2928924560546875e-5,573.3333333333334
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,11,40,4,8,4,16.0,0.0002129077911376953,720.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,12,44,4,7,4,12.0,0.00011396408081054688,720.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,13,48,4,9,4,20.0,0.0006959438323974609,800.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,14,52,4,12,4,32.0,0.016307830810546875,680.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,15,56,4,10,4,52.0,0.0015411376953125,980.0
20260204_181530,GREEDY_CENTRALIZED,764,1,7640001,0.0,0.0,16,60,6,9,4,40.0,0.0008180141448974609,1480.0
20260204_181530,GREEDY_CENTRALIZED,744,1,7440001,0.0,0.0,1,0,0,1,1,0.0,1.4066696166992188e-5,0.0
20260204_181530,GREEDY_CENTRALIZED,744,1,7440001,0.0,0.0,2,4,0,1,1,0.0,2.86102294921875e-6,0.0
20260204_181530,GREEDY_CENTRALIZED,744,1,7440001,0.0,0.0,3,8,0,2,2,0.0,1.0967254638671875e-5,0.0
