mc,solver,status,n_backlog_total,n_airlines,Q0_runway,B0_total,t_epoch,lateness_mean,lateness_std,coord_sigma,real_sigma,obj,fairness_gap,n_pushed,n_dev,dev_rate,solver_time_sec,wall_ms,num_pne
1,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,7.796287536621094e-5,0.08082389831542969,
1,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,8.296966552734375e-5,0.08392333984375,
1,CE_FULL,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,1,0.16666666666666666,4.19956111907959,4199.562072753906,
1,CE_NAIVE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,0.2141721248626709,214.17498588562012,3
1,RRCE_PNE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,0.22506499290466309,225.0669002532959,3
2,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.0001289844512939453,0.13208389282226562,
2,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,9.918212890625e-5,0.09918212890625,
2,CE_FULL,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,2.0,5,1,0.16666666666666666,4.13205885887146,4132.061004638672,
2,CE_NAIVE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,0.21969199180603027,219.6941375732422,3
2,RRCE_PNE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,2.0,5,0,0.0,0.21540093421936035,215.40403366088867,3
3,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.00012922286987304688,0.13208389282226562,
3,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.00010013580322265625,0.1010894775390625,
3,CE_FULL,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,4.201980113983154,4201.981067657471,
3,CE_NAIVE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,2.0,5,2,0.3333333333333333,0.21424198150634766,214.24579620361328,3
3,RRCE_PNE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,10.0,2.0,5,2,0.3333333333333333,0.2119138240814209,211.91692352294922,3
4,GREEDY_CENTRALIZED,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.00013780593872070312,0.1399517059326172,
4,AGG_ORACLE_FCFS,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,9.894371032714844e-5,0.09989738464355469,
4,CE_FULL,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,4.205380916595459,4205.383062362671,
4,CE_NAIVE,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.19464993476867676,194.65398788452148,1
4,RRCE_PNE,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.19432497024536133,194.32711601257324,1
5,GREEDY_CENTRALIZED,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,7.581710815429688e-5,0.07891654968261719,
5,AGG_ORACLE_FCFS,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,7.414817810058594e-5,0.07510185241699219,
5,CE_FULL,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,2,0.3333333333333333,4.617182970046997,4617.1839237213135,
5,CE_NAIVE,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,10.0,1.3333333333333335,5,0,0.0,0.17925310134887695,179.25596237182617,1
5,RRCE_PNE,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,10.0,1.3333333333333335,5,0,0.0,0.17846298217773438,178.4660816192627,1
6,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,12.0,4.0,3,0,0.0,0.00010991096496582031,0.12493133544921875,
6,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,22.0,4.0,3,0,0.0,8.177757263183594e-5,0.08296966552734375,
6,CE_FULL,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,18.0,2.0,4,0,0.0,4.363325119018555,4363.3270263671875,
6,CE_NAIVE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,18.0,2.0,4,0,0.0,0.20351004600524902,203.51195335388184,2
6,RRCE_PNE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,18.0,2.0,4,0,0.0,0.36629319190979004,366.29605293273926,2
7,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,7.104873657226562e-5,0.07414817810058594,
7,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,16.0,6.0,4,0,0.0,6.413459777832031e-5,0.06508827209472656,
7,CE_FULL,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,4.254225969314575,4254.226922988892,
7,CE_NAIVE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.1887209415435791,188.72308731079102,1
7,RRCE_PNE,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.1851520538330078,185.15396118164062,1
8,GREEDY_CENTRALIZED,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,8.797645568847656e-5,0.09083747863769531,
8,AGG_ORACLE_FCFS,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,7.200241088867188e-5,0.07200241088867188,
8,CE_FULL,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,4.099958896636963,4099.959850311279,
8,CE_NAIVE,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,0.35806918144226074,358.07299613952637,5
8,RRCE_PNE,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,10.0,4.0,5,0,0.0,0.36205196380615234,362.05577850341797,5
9,GREEDY_CENTRALIZED,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,8.0,2.0,4,0,0.0,9.608268737792969e-5,0.09799003601074219,
9,AGG_ORACLE_FCFS,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,8.0,2.0,4,0,0.0,0.00010514259338378906,0.10609626770019531,
9,CE_FULL,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,10.0,1.0,5,0,0.0,6.436805009841919,6436.806917190552,
9,CE_NAIVE,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,10.0,1.0,5,0,0.0,0.1938948631286621,193.89700889587402,1
9,RRCE_PNE,OK,6,3,3;4,6,0,0.0,10.0,15.0,15.0,10.0,1.0,5,0,0.0,0.1945040225982666,194.50688362121582,1
10,GREEDY_CENTRALIZED,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.00012493133544921875,0.12683868408203125,
10,AGG_ORACLE_FCFS,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,0.00011491775512695312,0.11587142944335938,
10,CE_FULL,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,1,0.16666666666666666,4.441006183624268,4441.007137298584,
10,CE_NAIVE,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,18.0,3.0,5,0,0.0,0.20843887329101562,208.44101905822754,1
10,RRCE_PNE,OK,6,5,3;4,6,0,0.0,10.0,15.0,15.0,18.0,3.0,5,0,0.0,0.20623111724853516,206.25901222229004,1
11,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,8.893013000488281e-5,0.09107589721679688,
11,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,0.0,10.0,15.0,15.0,8.0,4.0,4,0,0.0,9.703636169433594e-5,0.09799003601074219,
