mc,solver,status,n_backlog_total,n_airlines,Q0_runway,B0_total,t_epoch,lateness_mean,lateness_std,coord_sigma,real_sigma,obj,fairness_gap,n_pushed,n_dev,dev_rate,solver_time_sec,wall_ms,num_pne
1,GREEDY_CENTRALIZED,OK,2,2,3;4,2,0,10.0,10.0,10.0,10.0,0.0,0.0,2,0,0.0,0.038804054260253906,622.1060752868652,
1,AGG_ORACLE_FCFS,OK,2,2,3;4,2,0,10.0,10.0,10.0,10.0,0.0,0.0,2,0,0.0,5.793571472167969e-5,0.06413459777832031,
1,CE_FULL,OK,2,2,3;4,2,0,10.0,10.0,10.0,10.0,0.0,0.0,2,0,0.0,6.9409708976745605,6940.973997116089,
1,CE_NAIVE,OK,2,2,3;4,2,0,10.0,10.0,10.0,10.0,0.0,0.0,2,0,0.0,0.5036327838897705,503.63612174987793,1
1,RRCE_PNE,OK,2,2,3;4,2,0,10.0,10.0,10.0,10.0,0.0,0.0,2,0,0.0,0.09766983985900879,97.6719856262207,1
