mc,solver,status,n_backlog_total,n_airlines,Q0_runway,B0_total,t_epoch,lateness_mean,lateness_std,coord_sigma,real_sigma,obj,fairness_gap,n_pushed,n_dev,dev_rate,solver_time_sec,wall_ms,num_pne
1,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,0.6666666666666665,5,0,0,4.483940124511719,4483.9441776275635,91
2,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,1.8449630737304688,1844.9680805206299,48
3,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.422435998916626,422.4400520324707,4
4,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,5.282963037490845,5282.968044281006,112
5,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,1.193190097808838,1193.192958831787,27
6,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,1.0,5,0,0,10.52320384979248,10523.206949234009,220
7,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.41666698455810547,416.6719913482666,5
8,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.6551938056945801,655.1990509033203,12
9,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.0,5,0,0,0.6906981468200684,690.701961517334,16
10,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.5880789756774902,588.083028793335,9
11,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.4152860641479492,415.2941703796387,2
12,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.4268209934234619,426.82504653930664,5
13,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.5858981609344482,585.9019756317139,10
14,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,3.0,5,0,0,0.7637479305267334,763.7529373168945,18
15,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.42481112480163574,424.81493949890137,5
16,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.48227620124816895,482.28001594543457,6
17,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.5759749412536621,575.9789943695068,7
18,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.42464208602905273,424.64590072631836,5
19,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.4640541076660156,464.05792236328125,3
20,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,2.174798011779785,2174.8030185699463,60
21,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,1.5146820545196533,1514.686107635498,32
22,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.6977379322052002,697.7419853210449,16
23,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,1.4159159660339355,1415.9188270568848,35
24,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,0.6666666666666665,5,0,0,4.627658128738403,4627.662897109985,92
25,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.2837190628051758,283.7228775024414,1
26,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,0.5839519500732422,583.9560031890869,11
27,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,36.0,3.0,4,0,0,0.8894660472869873,889.4698619842529,6
28,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,1.6666666666666665,5,0,0,0.5372037887573242,537.2068881988525,11
29,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.3206140995025635,320.6181526184082,2
30,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,2.671219825744629,2671.2241172790527,75
31,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,1.6569488048553467,1656.954050064087,40
32,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,1.1312968730926514,1131.314992904663,22
33,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.7585968971252441,758.6009502410889,17
34,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.4608891010284424,460.8922004699707,8
35,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.3140289783477783,314.03303146362305,3
36,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,4.787259101867676,4787.264108657837,98
37,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,6.753909111022949,6753.911972045898,147
38,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.5756430625915527,575.645923614502,11
39,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,2.7119081020355225,2711.9131088256836,77
40,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.42882204055786133,428.82490158081055,4
41,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.741098165512085,741.1019802093506,16
42,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.0,5,0,0,1.0889971256256104,1088.9999866485596,21
43,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.0,5,0,0,0.7547860145568848,754.788875579834,17
44,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.28920483589172363,289.20912742614746,1
45,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,3.0,5,0,0,0.49202585220336914,492.02990531921387,6
46,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,5.1109349727630615,5110.939025878906,105
47,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,3.2,5,0,0,0.5205488204956055,520.5519199371338,7
48,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,40.0,2.0,3,0,0,0.5604619979858398,560.4660511016846,9
49,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,2.1982369422912598,2198.239803314209,60
50,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,3.0,5,0,0,1.1041769981384277,1104.1820049285889,20
51,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.4838390350341797,483.8428497314453,4
52,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.32309508323669434,323.09889793395996,3
53,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.6212930679321289,621.29807472229,12
54,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,3.9345498085021973,3934.554100036621,88
55,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,1.4403390884399414,1440.3431415557861,32
56,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.5713222026824951,571.3269710540771,6
57,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.515570878982544,515.5749320983887,6
58,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,1.5054538249969482,1505.457878112793,33
59,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,36.0,1.0,4,0,0,0.5446898937225342,544.6939468383789,11
60,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.0,5,0,0,1.7877721786499023,1787.775993347168,44
61,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,1.901648998260498,1901.6530513763428,49
62,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.5461528301239014,546.1568832397461,4
63,RRCE_PNE,OK,13,4,3;4,13,0,0.0,10.0,0.0,0.0,45.0,2.6666666666666665,5,0,0,1.067821979522705,1067.8260326385498,24
64,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,36.0,4.0,4,0,0,0.4768359661102295,476.8397808074951,5
65,RRCE_PNE,OK,13,5,3;4,13,0,0.0,10.0,0.0,0.0,45.0,4.0,5,0,0,0.6119630336761475,611.9661331176758,12
