mc,solver,status,n_backlog_total,n_airlines,Q0_runway,B0_total,t_epoch,lateness_mean,lateness_std,coord_sigma,real_sigma,obj,fairness_gap,n_pushed,n_dev,dev_rate,solver_time_sec,wall_ms,num_pne
1,GREEDY_CENTRALIZED,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,12.0,4.0,4,0,0.0,0.00013589859008789062,0.1399517059326172,
1,AGG_ORACLE_FCFS,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,12.0,4.0,4,0,0.0,0.00012493133544921875,0.12612342834472656,
1,CE_FULL,MCP_Solved,7,4,3;4,7,0,0.0,10.0,5.0,5.0,15.0,2.0,5,0,0.0,34.53839302062988,34538.3939743042,
1,CE_NAIVE,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,15.0,2.6666666666666665,5,0,0.0,0.3138890266418457,313.892126083374,3
1,RRCE_PNE,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,15.0,2.6666666666666665,5,0,0.0,0.30274176597595215,302.7479648590088,3
2,GREEDY_CENTRALIZED,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,12.0,4.0,4,0,0.0,0.00012111663818359375,0.12302398681640625,
2,AGG_ORACLE_FCFS,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,22.0,6.0,4,0,0.0,0.00011587142944335938,0.11587142944335938,
2,CE_FULL,MCP_Solved,7,4,3;4,7,0,0.0,10.0,5.0,5.0,12.0,4.0,4,0,0.0,29.061345100402832,29061.345100402832,
2,CE_NAIVE,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,12.0,4.0,4,0,0.0,0.2882089614868164,288.2108688354492,2
2,RRCE_PNE,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,12.0,4.0,4,0,0.0,0.26654505729675293,266.54696464538574,2
3,GREEDY_CENTRALIZED,OK,7,5,3;4,7,0,0.0,10.0,5.0,5.0,16.0,4.0,3,0,0.0,0.000164031982421875,0.1659393310546875,
3,AGG_ORACLE_FCFS,OK,7,5,3;4,7,0,0.0,10.0,5.0,5.0,16.0,4.0,3,0,0.0,0.00015401840209960938,0.15616416931152344,
3,CE_FULL,MCP_Solved,7,5,3;4,7,0,0.0,10.0,5.0,5.0,24.0,4.0,4,0,0.0,29.080502033233643,29080.503940582275,
3,CE_NAIVE,OK,7,5,3;4,7,0,0.0,10.0,5.0,5.0,24.0,4.0,4,0,0.0,0.302562952041626,302.5660514831543,1
3,RRCE_PNE,OK,7,5,3;4,7,0,0.0,10.0,5.0,5.0,24.0,4.0,4,0,0.0,0.28444981575012207,284.4541072845459,1
4,GREEDY_CENTRALIZED,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,16.0,4.0,3,0,0.0,0.0001690387725830078,0.17118453979492188,
4,AGG_ORACLE_FCFS,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,28.0,4.0,3,0,0.0,0.0001499652862548828,0.1499652862548828,
4,CE_FULL,MCP_Solved,7,4,3;4,7,0,0.0,10.0,5.0,5.0,24.0,5.0,4,0,0.0,29.530641078948975,29530.642986297607,
4,CE_NAIVE,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,24.0,2.0,4,0,0.0,0.3191111087799072,319.11301612854004,3
4,RRCE_PNE,OK,7,4,3;4,7,0,0.0,10.0,5.0,5.0,24.0,2.0,4,0,0.0,0.3081040382385254,308.1080913543701,3
