mc,solver,status,n_backlog_total,n_airlines,Q0_runway,B0_total,t_epoch,lateness_mean,lateness_std,coord_sigma,real_sigma,obj,fairness_gap,n_pushed,n_dev,dev_rate,solver_time_sec,wall_ms,num_pne
1,GREEDY_CENTRALIZED,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,0.00017786026000976562,0.18095970153808594,
1,AGG_ORACLE_FCFS,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,0.0001628398895263672,0.16379356384277344,
1,CE_FULL,MCP_Solved,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,2.6666666666666665,4,0,0.0,39.80185008049011,39801.85103416443,
1,CE_NAIVE,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,15.0,4.0,5,0,0.0,0.38869500160217285,388.69786262512207,3
1,RRCE_PNE,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,15.0,2.0,5,0,0.0,0.3727600574493408,372.76196479797363,3
2,GREEDY_CENTRALIZED,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,0.00013184547424316406,0.13399124145507812,
2,AGG_ORACLE_FCFS,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,22.0,6.0,4,0,0.0,0.00012087821960449219,0.12183189392089844,
2,CE_FULL,MCP_Solved,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,34.76789712905884,34767.89903640747,
2,CE_NAIVE,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,0.32084012031555176,320.84202766418457,2
2,RRCE_PNE,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,0.32017993927001953,320.18303871154785,2
3,GREEDY_CENTRALIZED,OK,7,5,3;4,7,0,0.0,10.0,45.0,45.0,16.0,4.0,3,0,0.0,0.00013709068298339844,0.1399517059326172,
3,AGG_ORACLE_FCFS,OK,7,5,3;4,7,0,0.0,10.0,45.0,45.0,16.0,4.0,3,0,0.0,0.00013399124145507812,0.13494491577148438,
3,CE_FULL,MCP_NoProgress,7,5,3;4,7,0,0.0,10.0,45.0,45.0,24.0,4.0,4,0,0.0,34.17356014251709,34173.56014251709,
3,CE_NAIVE,OK,7,5,3;4,7,0,0.0,10.0,45.0,45.0,24.0,4.0,4,0,0.0,0.3517270088195801,351.7301082611084,1
3,RRCE_PNE,OK,7,5,3;4,7,0,0.0,10.0,45.0,45.0,28.0,0.0,0,0,0.0,0.00032401084899902344,0.32591819763183594,0
4,GREEDY_CENTRALIZED,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,16.0,4.0,3,0,0.0,0.0001900196075439453,0.19121170043945312,
4,AGG_ORACLE_FCFS,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,28.0,4.0,3,0,0.0,0.00017499923706054688,0.2009868621826172,
4,CE_FULL,MCP_Solved,7,4,3;4,7,0,0.0,10.0,45.0,45.0,24.0,5.0,4,0,0.0,34.87417697906494,34874.17793273926,
4,CE_NAIVE,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,24.0,2.0,4,0,0.0,0.38441991806030273,384.42301750183105,3
4,RRCE_PNE,OK,7,4,3;4,7,0,0.0,10.0,45.0,45.0,24.0,2.0,4,0,0.0,0.38182902336120605,381.8330764770508,3
5,GREEDY_CENTRALIZED,OK,7,3,3;4,7,0,0.0,10.0,45.0,45.0,12.0,4.0,4,0,0.0,0.00017309188842773438,0.17499923706054688,
