mc,solver,status,n_backlog_total,n_airlines,Q0_runway,B0_total,t_epoch,lateness_mean,lateness_std,coord_sigma,real_sigma,obj,fairness_gap,n_pushed,n_dev,dev_rate,solver_time_sec,wall_ms,num_pne
1,GREEDY_CENTRALIZED,OK,6,2,3;4,6,0,10.0,10.0,10.0,10.0,8.0,2.0,4,0,0.0,0.06270503997802734,890.2111053466797,
1,AGG_ORACLE_FCFS,OK,6,2,3;4,6,0,10.0,10.0,10.0,10.0,8.0,2.0,4,0,0.0,6.699562072753906e-5,0.07295608520507812,
1,CE_FULL,OK,6,2,3;4,6,0,10.0,10.0,10.0,10.0,18.0,1.5,5,3,0.5,21.870285987854004,21870.289087295532,
1,CE_NAIVE,OK,6,2,3;4,6,0,10.0,10.0,10.0,10.0,8.0,1.0,4,2,0.3333333333333333,0.5135130882263184,513.5159492492676,6
1,RRCE_PNE,OK,6,2,3;4,6,0,10.0,10.0,10.0,10.0,24.0,0.0,0,0,0.0,0.00018596649169921875,0.1888275146484375,0
2,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,4.0,4,0,0.0,0.05176687240600586,51.76901817321777,
2,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,4.0,4,0,0.0,6.604194641113281e-5,0.06794929504394531,
2,CE_FULL,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,2.6666666666666665,4,0,0.0,6.987586975097656,6987.587928771973,
2,CE_NAIVE,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,2.6666666666666665,4,0,0.0,0.311129093170166,311.13290786743164,1
2,RRCE_PNE,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,2.6666666666666665,4,0,0.0,0.14475083351135254,144.75512504577637,1
3,GREEDY_CENTRALIZED,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,4.0,4,0,0.0,6.508827209472656e-5,0.06723403930664062,
3,AGG_ORACLE_FCFS,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,4.0,4,0,0.0,5.7220458984375e-5,0.0591278076171875,
3,CE_FULL,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,2.0,4,0,0.0,5.785115003585815,5785.115957260132,
3,CE_NAIVE,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,4.0,4,0,0.0,0.3272848129272461,327.2891044616699,3
3,RRCE_PNE,OK,6,4,3;4,6,0,10.0,10.0,10.0,10.0,8.0,4.0,4,0,0.0,0.15027213096618652,150.27499198913574,3
